,text,label

119,the following actionsprivileges are not permitted by the  clustermonitor role in order to maintain compatibility with  permission to read the current profiling level via the profile   permission to read the localoplogrs namespace for oplog  permission to read the localoplogmain namespace for config svr oplog  permission to read the localsystemreplset namespace for replica set confalso not sure if related or should be separate ticket but im also occasionally seeing this error from the monitoring agent log via pymongo when trying to run dbstats command against both of my clustermonitorauthed shard secondaries expected to be write locked for configfreelistcorresponding trace from mongodb server   unauthorized not authorized on admin to execute command  profile    creating profile collection   unauthorized not authorized on clouddocs to execute command  profile    lock status r     assertion  to be write locked for   config                         mongod                                     mongod                                     mongod                                     mongod                                     mongod                                     mongod                                     mongod                                     mongod                                     mongod                                     mongod                                    mongod                                    mongod                                    mongod                                    mongod                                    mongod                                    mongod                                    mongod                                    mongod                                    mongod                               threadproxy     libsystemcdylib                    pthreadstart    unauthorized not authorized on local to execute command  profile  noformat,0

120,"queries on tables containing structured types cannot be executed by the calcite runtime a plan like the one that follows taken from  can be translated to neither bindable nor enumerableconvention

 
noformat

    
    logicalprojectdeptno name type desc a b employees
      logicaltablescantable
noformat
 

more precisely if a logical plan contains a rexfieldaccess expression that does not refer to a rexcorrelvariable it cannot be handled by the rextolixtranslator the translation will fail when calling
